response_id,response_tabled,classification,query,best_candidate_id,best_candidate_tabled,best_candidate_title,score_normalised,verdict,note
15418,2026-03-10,proforma_closure,Not without your approval: a way forward for nuclear technology in Australia,5968,2024-05-14,Report 3/2024 - Australian Nuclear Science and Technology Organisation — Nuclear Medicine Facility project,0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15449,2026-03-11,substantive,Inquiry into the recognition of unpaid carers,5565,2024-03-27,"Recognising, valuing and  supporting unpaid carers: Inquiry into the recognition of unpaid carers",0.50,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15481,2026-03-12,proforma_closure,Comprehensive revision of the Telecommunications (Interception and Access ) Act 1979,,,,0.00,no candidate,the search returns no committee document tabled before the response
15535,2026-03-19,proforma_closure,Intelligence Oversight and Other Legislation Amendment (Integrity Measures) Bill 2020,13612,2025-11-04,Advisory report on the Strengthening Oversight of the National Intelligence Community Bill 2025,0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15538,2026-03-19,proforma_closure,National Commissioner for Defence and Veteran Suicide Prevention Bill 2020 [provisions] and the National Commissioner for Defence and Veteran Suicide Prevention (Consequential Amendments) Bill 2020 [provisions],15235,2026-02-26,Defence and Veterans’ Service Commissioner Bill 2025 and Defence and Veterans’ Service Commissioner (Consequential and Transitional Provisions) Bill 2025,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15539,2026-03-19,proforma_closure,Family Law Amendment (Financial Agreements and Other Measures) Bill 2015,13845,2025-11-19,Treasury Laws Amendment (Strengthening Financial Systems and Other Measures) Bill 2025,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15547,2026-03-19,proforma_closure,Family Law Amendment (Parenting Management Hearings) Bill 2017,8123,2024-10-31,Family Law Amendment Bill 2024,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15548,2026-03-19,proforma_closure,Judiciary Amendment (Commonwealth Model Litigant Obligations) Bill 2017,13396,2025-10-31,Commonwealth Grants Commission Annual Report 2024-25,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15549,2026-03-19,proforma_closure,Family Law Amendment (Federal Family Violence Orders) Bill 2021 [Provisions],9408,2025-02-13,Inquiry into family violence orders,0.50,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15552,2026-03-19,proforma_closure,Criminal Code Amendment (Animal Protection) Bill 2015,8736,2024-12-12,Criminal Code Amendment (Hate Crimes) Bill 2024 [Provisions],0.40,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15562,2026-03-19,proforma_closure,National Integrity (Parliamentary Standards) Bill 2019,886,2022-11-29,"Joint Select Committee on Parliamentary Standards final report, November 2022",0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15563,2026-03-19,proforma_closure,"freedom of religion and belief, the Australian experience",14161,2025-12-03,Freedom of Information Amendment Bill 2025,0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15564,2026-03-19,proforma_closure,Religious Discrimination Bill 2021 and related bills,5463,2024-03-25,Maximising the Realisation of Human Rights: Religious Educational Institutions and Anti-Discrimination Laws [Final report - December 2023],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15565,2026-03-19,proforma_closure,Sex Discrimination Amendment (Removing Discrimination Against Students) Bill 2018,3067,2023-08-11,Environment and Other Legislation Amendment (Removing Nuclear Energy Prohibitions) Bill 2022 [August 2023],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15566,2026-03-19,proforma_closure,"Religious Discrimination Bill 2021 [Provisions], Religious Discrimination (Consequential Amendments) Bill 2021 [Provisions] and Human Rights Legislation Amendment Bill 2021 [Provisions]",717,2022-11-03,Anti-Discrimination and Human Rights Legislation Amendment (Respect at Work) Bill 2022 [Provisions],0.43,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15567,2026-03-19,proforma_closure,Social Media (Anti-Trolling) Bill 2022 [Provisions],73,2022-07-27,Social Media (Anti-Trolling) Bill 2022 [Provisions] [Additional information],0.71,below the bar,a candidate exists but the titles differ by more than a bracketed date
15894,2026-04-01,proforma_closure,"Allegations concerning the inappropriate exercise of ministerial powers, with respect to the visa status of au pairs, and related matters",91,2022-08-01,Performance of the functions and the exercise of powers of the Australian Building and Construction Commissioner—Quarterly report for the period 1 October to 31 December 2021,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15896,2026-04-01,proforma_closure,implications for climate change for Australia’s national security,6217,2024-05-28,"Standing Committee on Climate Change, Energy, Environment and Water—Drowning in waste:  Plastic pollution in Australia’s oceans and waterways",0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15897,2026-04-01,proforma_closure,United Nations Sustainable Development Goals (SDGs),31,2022-06-30,Application of the United Nations Declaration on the Rights of Indigenous Peoples in Australia,0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15898,2026-04-01,substantive,Social Security Legislation Amendment (Remote Engagement Program) Bill 2021,15724,2026-03-25,Social Security and Other Legislation Amendment (Technical Changes No.1) Bill 2026,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15899,2026-04-01,substantive,Corporations (Aboriginal and Torres Strait Islander) Amendment Bill 2021 [Provisions],2086,2023-05-12,Advisory Report on the Constitution Alteration (Aboriginal and Torres Strait Islander Voice) 2023 [May 2023],0.44,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15903,2026-04-01,substantive,engagement of traditional owners in the economic development of northern Australia,4360,2023-11-30,Northern Australia Workforce Development: First Report [November 2023],0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15905,2026-04-01,proforma_closure,Immigration (Education) Amendment (Expanding Access to English Tuition) Bill 2020 [Provisions],15804,2026-03-27,"Tertiary Education Legislation Amendment (There For Education, Not Profit) Bill 2025",0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15906,2026-04-01,substantive,Aboriginal and Torres Strait Islander experience of law enforcement and justice services,2086,2023-05-12,Advisory Report on the Constitution Alteration (Aboriginal and Torres Strait Islander Voice) 2023 [May 2023],0.44,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15908,2026-04-01,proforma_closure,Freedom of Speech Legislation Amendment (Censorship) Bill 2018 and related bills,14161,2025-12-03,Freedom of Information Amendment Bill 2025,0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15917,2026-04-01,substantive,Study Buddy or Influencer: Inquiry into the Use of Generative Artificial Intelligence in the Australian Education System,7292,2024-09-10,Study Buddy or Influencer,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15918,2026-04-01,substantive,"Shared vision, equal pathways",5522,2024-03-25,"Standing Committee on Employment, Education and Training—Shared vision, equal pathways: report of the inquiry into the perceptions and status of vocational education and training",0.36,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16030,2026-04-23,proforma_closure,Inquiry into the Home Affairs 101 George Street Parramatta Fit-Out Report 5/2021,3422,2023-09-14,Inquiry into the Department of Defence Annual Report 2021–22,0.11,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16067,2026-04-30,proforma_closure,Indefinite detention of people with cognitive and psychiatric impairment in Australia,3446,2023-09-29,Voices of people with disability [Final report - volume 1],0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16245,2026-05-12,proforma_closure,Report 6/2021,,,,0.00,no candidate,the search returns no committee document tabled before the response
16382,2026-05-14,proforma_closure,Inquiry into Australia's aid program in the Indo-Pacific,8167,2024-11-19,Report 505: Inquiry into policy and program design and implementation,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16383,2026-05-14,proforma_closure,Australia’s engagement in Afghanistan,,,,0.00,no candidate,the search returns no committee document tabled before the response
16386,2026-05-14,substantive,Food for Thought: The opportunities and challenges for Australia's food and beverage manufacturing,9520,2025-03-27,Food for Thought,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16480,2026-05-21,proforma_closure,An Australian standard for the training and use of privately contracted security and detection dogs,14923,2026-02-05,Advisory report on the Australian Security Intelligence Organisation Amendment Bill (No. 2) 2025,0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16549,2026-06-22,proforma_closure,Report 477: Commonwealth Financial Statements - Second Report,63,2022-07-27,"Report 488: Commonwealth financial statements 2019-20—Report, March 2022",0.43,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
16602,2026-05-29,substantive,A Capital for All Australians Report of the inquiry into fostering and promoting the significance of Australia’s National Capital,5996,2024-06-25,A Capital for All Australians Report of the inquiry into fostering and promoting the significance of Australia's National Capital [May 2024],1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
16922,2026-06-23,proforma_closure,"Inquiry into the implications of the COVID-19 pandemic for Australia’s foreign affairs, defence and trade",15851,2026-05-13,"Joint Standing Committee on Foreign Affairs, Defence and Trade delegation to the United Kingdom and Poland",0.40,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
17018,2026-06-25,proforma_closure,Treasury Laws Amendment (2021 Measures No. 5) Bill 2021,,,,0.00,no candidate,the search returns no committee document tabled before the response
17097,2026-06-30,substantive,Australia’s sanctions regime,9336,2025-02-11,Australia’s sanctions regime,1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
17099,2026-06-30,substantive,Australia’s thematic sanctions framework,9336,2025-02-11,Australia’s sanctions regime,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
17400,2026-08-06,substantive,Corporate insolvency in Australia,2837,2023-07-12,Corporate insolvency in Australia,1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
17569,2026-08-20,substantive,Current and Proposed Sexual Consent Laws in Australia,3419,2023-09-14,Current and proposed sexual consent laws in Australia [September 2023],1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
17624,2026-08-20,substantive,Access to Australian Parliament House by lobbyists,5807,2024-05-07,Access to Australian Parliament House by lobbyists [May 2024],1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
