source,source_id,label,recommended_by,document_has_other_authors,recommendation,government_words,response_classification,committee,department,document_title,tabled,chamber,url
response,13947,27,,yes,"The Committee recommends the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be amended so that only individuals who satisfy the following requirements may apply for a data disruption warrant or an account takeover warrant: • the person is a law enforcement officer in relation to the AFP or ACIC (as applicable) within the meaning of section 6A of the Surveillance Devices Act 2004; • the person has been individually approved, by written instrument made by the AFP Commissioner or ACIC CEO (as applicable) to apply for data disruption warrants; and • the relevant agency head is satisfied that the person possesses the requisite skills, knowledge and experience to make warrant applications, and the person has completed all current internal training requirements for making such applications","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,28,,yes,"The Committee recommends that paragraph 27KC of the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be amended so that, rather than a judge having to be satisfied, that a data disruption warrant would be “justifiable and proportionate”, the judge must be satisfied, to the extent possible at the time an application is made, that a data disruption warrant is: • reasonably necessary to frustrate the commission of the offences referred to in the warrant application; and • proportionate, having regard to: − the specific nature of the proposed disruption activities; − the proportionality of those activities to the suspected offending; − the potential adverse impacts of the disruption activities on non-suspects; and − the steps that are proposed to be taken to avoid or minimize those adverse impacts, and the prospects of those mitigating steps being successful","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,29,,yes,The Committee recommends the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 and the IGIS Act be amended to make it clear that staff members of the Australian Signals Directorate are subject to IGIS oversight if they are seconded to the AFP or ACIC to execute a data disruption warrant for and on behalf of the AFP or ACIC,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,30,,yes,"The Committee recommends the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be amended to strengthen the issuing authority considerations for network activity warrants, including by amending the definition of a “criminal network of individuals” to require there to be a reasonable suspicion of a connection between: • the suspected conduct of the individual group member in committing an offence or facilitating the commission of an offence; and • the actions or intentions of the group as a whole","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,31,,yes,"The Committee recommends the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be amended to clarify that a decision-maker, and the issuing authority, must consider the privacy implications to the extent they are known, of a proposed network activity warrant. To be clear, the committee does not believe that privacy considerations should be determinative in their own right, just that they should be considered","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,32,,yes,The Committee recommends the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be amended to require a sworn affidavit setting out the grounds of an application for an account takeover warrant (consistent with the delayed notification search warrants in the Crimes Act),"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,33,,yes,"The Committee recommends that the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be amended to require an issuing authority to consider, to the extent that is possible at the time the application is made, whether a proposed account takeover warrant is likely to have an adverse impact on third parties, including a specific requirement to assess the likely: • impacts on personal privacy; • financial impacts on individuals and businesses; • impacts on a person’s ability to conduct their business or personal affairs; and • impacts on a person’s ability to have contact with family members or provide or receive care","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13947,34,,yes,"The Committee recommends the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020 be passed, subject to the amendments outlined above","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security: Advisory Report on the Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,2025-11-25,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13947
response,13990,2,,,"The Committee recommends that a new subclause be added to the proposed Clause 182 of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 to provide that designated international agreements must be published and tabled in the regulations, subject to parliamentary scrutiny, and subject to a period of disallowance. For the commencement of the regulations, proposed Schedule 1 should be amended to provide that regulations made under clause 3 (i.e. listing an agreement as a designated international agreement) cannot commence until no earlier than the expiry of the standard period for disallowance (i.e. 15 sitting days) under the Legislation Act 2003, or until the commencement of the other party’s agreement, whichever is the longer. For the period for disallowance, the bill should be amended to provide that the statutory disallowance period for regulations made under proposed clause 3 of Schedule 1 is the longer of: • the standard period for disallowance under the Legislation Act 2003; or • the period for disallowance that applies in the parliament of the foreign country (i.e. the other party to the relevant international agreement)","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,3,,,"The Committee recommends that an additional subclause be added to the proposed Clause 182 of Schedule 1 of the Telecommunications (Interception and Access) Act 1979 to provide that a designated international agreement may be renewed or extended for a period of three years without completing the parliamentary treaty process, if such a renewal or extension is proposed without amendment to the agreement. However, the Committee recommends that the clause also provide that, following the term of the initial agreement and any additional three year period, any further renewal or extension should be subject to parliamentary scrutiny and disallowance even where no amendment is proposed. Finally, the same clause should also be amended to provide that, whenever an amendment to a designated international agreement is made or proposed, the amended agreement must be specified as a new agreement in the regulations and thus subject to the usual parliamentary treaty process and be subject to disallowance","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,4,,,"The Committee recommends that a new subclause be included in proposed Clause 3 of Schedule 1 of the Telecommunications (Interception and Access) Act 1979 to provide that – in order to qualify as a designated international agreement – the agreement must: • prohibit the foreign government from intentionally targeting an Australian citizen or permanent resident; or • prohibit the foreign government from intentionally targeting a non-Australian person located outside of Australia if the purpose is to obtain information about an Australian citizen or permanent resident; • in relation to production orders for the interception of communications, require that the interception activities of the foreign government only be carried out for the purpose of obtaining information about communications of an individual who is outside of Australia; • provide that all production orders must comply with the minimum requirements for foreign orders specified in paragraph 2.61; • include safeguards for the use, handling and disclosure of information, as set out in paragraph 2.62; • provide that all production orders must comply with the domestic law of the relevant foreign country; • provide that production orders must not last longer than is reasonably necessary to accomplish the approved purposes of the order; • provide that no production order may relate to the prevention, detection, investigation or prosecution of a political offence or an offence that is not recognised in the ordinary criminal law of Australia; and • provide that a production order may only be issued if the same information could not reasonably be obtained by another less intrusive method","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,5,,,"The Committee recommends a subclause be included in proposed Clause 3 of Schedule 1 of the Telecommunications (Interception and Access) Act 1979 to provide that a designated international agreement shall not permit a foreign government to: • issue an order at the request of or to obtain information to provide to the Australian government or a third-party government, nor shall the foreign government be required to share any information produced with the Australian government or a third-party government. • such a prohibition will not preclude a foreign government seeking authorisation to share information as set out by",,partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,6,,,"The Committee recommends a subclause be included in proposed Clause 3 of Schedule 1 of the Telecommunications (Interception and Access) Act 1979 to provide that incoming international production orders under a designated international agreement must only be issued for the purpose of obtaining information relating to the prevention, detection, investigation or prosecution of serious crime, including terrorism","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,7,,,"The Committee recommends that proposed Clause 182 of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 be amended to provide that, for the purposes of the Act, an agreement – and a foreign government – will be considered to satisfy the statutory requirements (including the requirements set out in",,partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,8,,,"The Committee recommends that the proposed Schedule 1 of the Telecommunications (Interception and Access) Act 1979 be amended to state that a country seeking a designated international agreement with Australia must meet the following criteria: • Demonstrates respect for the rule of law and the principles of equality and non- discrimination, as set out in paragraph 2.103; • Demonstrates respect for applicable international human rights obligations and commitments, as set out in paragraph 2.104; • Clear legal procedures and restrictions governing the use of electronic surveillance investigatory powers, as set out in paragraph 2.105; and • If: - There is an agreement between Australia and a foreign country; and - If the agreement deals with (among others things) the issue of orders (however described) by a competent authority (however described) of the foreign country; and - One or more offences against the law of the foreign country are punishable by death The name of the agreement must not be specified under paragraph (1)(b) unless the Minister has received a written assurance from the government of the foreign country relating to the non-use of Australian-sourced information obtained by virtue of the agreement in connection with any proceeding for a death penalty offence in the country or territory","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,9,,,"The Committee recommends that, where relevant, the Telecommunications and Other Legislation Amendment (International Production Orders) Bill 2020 be amended to implement the recommendations set out in the Committee’s report of its Inquiry into the Impact of the Exercise of Law Enforcement and Intelligence Powers on the Freedom of the Press, including",,partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,10,,,"The Committee recommends that proposed Clause 2 of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 be amended to include a definition of ‘urgent circumstances’ which provides that in circumstances where: • there is an imminent risk of serious harm to a person or substantial damage to property exists or, in the case of a national security IPO application, there is an imminent risk of loss of significant intelligence; and • the production order is necessary for the purpose of dealing with that risk; and • it is not practicable in the circumstances to submit an application in writing; such circumstances would constitute ‘urgent circumstances’ for the purposes of making an oral or telephone application","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,11,,,"The Committee recommends that proposed Clauses 22(3), 33(3)(a), 52(3)(a) and 63(3)(a) of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 be amended in a manner that is consistent with",,partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,12,,,The Committee recommends that proposed Clause 2 of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 amended to insert a definition of senior position holder that is consistent with the provisions of the Australian Security Intelligence Organisation Act 1979,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,13,,,The Committee recommends that proposed Clauses 83 (3)–(4) and 92(3)–(4) of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 be amended so that the Director- General of Security may only delegate powers to a senior position holder,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,14,,,"The Committee recommends that proposed Clauses 101(3)–(4) of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 be amended to provide that the Director-General of Security can only authorise Australian Security Intelligence Organisation employees, or classes of Australian Security Intelligence Organisation employees, at the Executive Level 2 (or equivalent) and above to make applications on the Australian Security Intelligence Organisation’s behalf","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,15,,,The Committee recommends that proposed Clause 83(9) and 92(8) of Schedule 1 to the Telecommunications (Interception and Access) Act 1979 be amended to require the Australian Security Intelligence Organisation to provide the Attorney-General with: • the particulars of the urgent circumstances because of which the person making the request considers it necessary to obtain oral agreement • the matters that ASIO would have been required to set out in a written application to the Attorney-General,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,16,,,The Committee recommends that the Australian Government ensure that the Commonwealth Ombudsman has sufficient resources to enable effective oversight of the proposed powers granted by the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,17,,,The Committee recommends that the Australian Government continue to ensure that the Inspector-General of Intelligence and Security is given appropriate resources to enable effective oversight of the proposed powers granted by the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,18,,,"The Committee recommends that the proposed Schedule 1, Division 4 be amended to include an express provision for the Inspector-General of Intelligence and Security, or an official of the Inspector-General of Intelligence and Security, to access the register of international production orders in connection with its oversight responsibilities","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,19,,,"The Committee recommends that proposed Schedule 1, Clause 153 be amended to allow international production order information to be used, recorded or disclosed for the purposes of an official of the Inspector-General of Intelligence and Security exercising their duty as an official","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,20,,,The Committee recommends that the Inspector-General of Intelligence and Security Act 1986 be amended to allow for officials of the Inspector-General of Intelligence and Security to share information relating to the international production orders regime with members of the Office of the Commonwealth Ombudsman and members of the Attorney-General’s Department where sharing such information is connected to the roles and duties of the member of the organisation,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,21,,,"The Committee recommends that: • the Australian Security Intelligence Organisation Act 1979 be amended to provide that a report made under proposed subsection 94(2BBA) should form part of the Australian Security Intelligence Organisation’s unclassified annual report; and • the proposed subsection provide that the recommended statistics would not be provided where the Director-General of Security considers that providing such statistics would prejudice Australia’s national security, or prejudice a national security investigation","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,22,,,"The Committee recommends that proposed Schedule 1, Clause 135 and 136 be amended to require the Australian Security Intelligence Organisation to: • retain a copy of a particular document for three years, or for as long as any of the data obtained under an international production order is retained, whichever is the longer; and • retain all relevant materials supporting an application for international production order for this period","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,23,,,The Committee recommends that the Bill be amended to require the Parliamentary Joint Committee on Intelligence and Security to commence a review on the effectiveness and continuing need for an international production orders regime on the earlier of the date that is: • three years after the date on which the first designated international agreement comes into force; or • five years after the commencement of the proposed Schedule 1 of the Telecommunications (Interception and Access) Act 1979,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13990,24,,,"The Committee recommends that, following implementation of the recommendations in this report, the Bill be passed by Parliament",The Government notes this recommendation,partial_proforma,Parliamentary Joint Committee on Intelligence and Security Advisory,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security Advisory Report on the Telecommunications Legislation Amendment (International Production Orders) Bill 2020,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13990
response,13993,2,,yes,"The Committee recommends the Government, in consultation with relevant stakeholders, develop a prescribed set of requirements for information that must be included in technical assistance requests","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,3,,yes,"The Committee recommends that s317C of the Telecommunications Act 1997 be amended to clarify that a designated communications provider does not include a natural person, where that natural person is an employee of a designated communications provider, but will only apply to natural persons insofar as required to include sole traders","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,4,,yes,The Committee recommends that Part 15 of the Telecommunications Act 1997 be amended to remove references to ‘systemic vulnerability’,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,5,,yes,"The Committee recommends that s 317ZG of the Telecommunications Act 1997 be amended to describe the ‘prohibited effects’ of a technical assistance request, a technical assistance notice or a technical capability notice. Such an amendment could take the form of the words put forward by the Independent National Security Legislation Monitor in his recommendations 9 and 10, and the government may consider incorporation of additional definitions in s317B of the Telecommunications Act 1997 arising from the proposed amendment","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,6,,yes,"The Committee recommends that the Department of Home Affairs develop, maintain, and publish non-exhaustive guidance documents that set out non-binding examples of what may constitute a ‘whole class of technology’ for the purposes of defining a systemic weakness","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,7,,yes,"The Committee recommends the Government commission a review of Commonwealth legislation to determine whether the concept of ‘serious offence’, ‘relevant offence’, and other similar concepts: • should be made consistent across different Acts of Parliament; and • whether the threshold for the concept of ‘serious offence’ in all Commonwealth legislation should be – at a minimum – an indictable offence punishable by a maximum penalty of seven years’ imprisonment or more, with a limited number of exceptions. This body of work should inform, or occur as part of, the eventual electronic surveillance bill being considered by the Department of Home Affairs and other departments","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,8,,yes,"The Committee recommends that the relevant provisions of the Australian Security Intelligence Organisation Act 1979 and the Surveillance Devices Act 2004 be amended to require the Australian Security Intelligence Organisation and law enforcement agencies to seek external authorisation from the Attorney-General or issuing authority to carry out concealment activities in relation to the execution of computer access warrants following the initial 28 day window provided in the respective acts. The Committee recommends that such an application should allow the Australian Security Intelligence Organisation or law enforcement agencies to carry out concealment activities within a window of time not exceeding six months from the expiry of the initial 28 day window, with the option to seek additional external authorisation for a further six months if required","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
response,13993,9,,yes,"The Committee recommends that the Government make clear that no mandatory assistance order, including those defined in section 3LA of the Crimes Act 1914 and section 201A of the Customs Act 1901, can be executed in a manner that amounts to the detention of a person where that agency does not otherwise have any lawful basis to detain the person","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Parliamentary Joint Committee on Intelligence and Security,Department of Home Affairs ,Australian Government response to the Parliamentary Joint Committee on Intelligence and Security report: Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,2025-11-26,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/13993
